transaction_id,transaction_date,processor,product,segment,processor_amount,booked_amount,variance_usd,variance_pct,gap_type,gap_detail,processor_month,booking_month,days_to_detect,revenue_at_risk
TX000010,2024-01-02,Stripe,subscription_monthly,SMB,205.67,205.67,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000011,2024-01-02,Adyen,subscription_annual,SMB,916.45,916.45,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000012,2024-01-02,Stripe,api_usage,SMB,12.12,12.12,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000013,2024-01-02,Stripe,subscription_monthly,Enterprise,235.38,235.38,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000014,2024-01-02,Stripe,subscription_annual,SMB,1974.11,1974.11,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000015,2024-01-02,Flutterwave,subscription_monthly,SMB,234.82,234.82,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000016,2024-01-03,Stripe,subscription_monthly,SMB,39.51,39.51,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000017,2024-01-03,Stripe,professional_services,Mid-Market,4267.04,4267.04,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000018,2024-01-03,Adyen,professional_services,Mid-Market,3287.87,3203.01,-84.86,2.58,amount_mismatch,Booked $3203.01 vs processor $3287.87 (2.58% variance),2024-01,2024-01,0.0,84.86
TX000019,2024-01-03,Flutterwave,subscription_monthly,Mid-Market,181.12,181.12,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000020,2024-01-04,Stripe,professional_services,Enterprise,3310.76,3310.76,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000021,2024-01-04,Adyen,transaction_fee,Enterprise,129.8,129.8,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000022,2024-01-04,PayPal,api_usage,Mid-Market,295.53,295.53,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000023,2024-01-04,Adyen,subscription_annual,SMB,1858.57,1858.57,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000024,2024-01-04,Stripe,subscription_annual,Mid-Market,2964.83,2964.83,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000025,2024-01-04,Adyen,subscription_annual,SMB,2333.17,2333.17,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000026,2024-01-04,Stripe,transaction_fee,Mid-Market,66.9,66.9,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000027,2024-01-04,Adyen,subscription_monthly,Mid-Market,220.0,220.0,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000028,2024-01-05,PayPal,subscription_monthly,Mid-Market,134.09,134.09,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000029,2024-01-05,Stripe,subscription_monthly,SMB,90.8,90.8,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000030,2024-01-05,PayPal,transaction_fee,Mid-Market,89.93,89.93,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000031,2024-01-05,Stripe,subscription_monthly,Enterprise,279.61,279.61,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000032,2024-01-05,PayPal,transaction_fee,SMB,139.44,139.44,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000033,2024-01-05,Adyen,professional_services,SMB,2038.57,2038.57,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000034,2024-01-05,Stripe,subscription_monthly,Mid-Market,171.47,171.47,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000035,2024-01-05,Stripe,transaction_fee,Enterprise,32.53,32.53,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000036,2024-01-06,Flutterwave,subscription_annual,SMB,2978.2,2978.2,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000037,2024-01-06,Stripe,api_usage,SMB,490.65,490.65,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000038,2024-01-06,Stripe,subscription_monthly,SMB,204.37,204.37,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000039,2024-01-06,Stripe,transaction_fee,SMB,120.86,120.86,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000040,2024-01-07,Adyen,transaction_fee,Enterprise,107.55,107.55,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000041,2024-01-07,Adyen,api_usage,Mid-Market,298.61,298.61,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000042,2024-01-07,Stripe,transaction_fee,Mid-Market,8.95,,8.95,,missing,Transaction succeeded at processor — no revenue record found,2024-01,,,8.95
TX000043,2024-01-07,Stripe,subscription_annual,SMB,1517.86,1517.86,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000044,2024-01-07,Stripe,transaction_fee,Mid-Market,101.54,101.54,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000045,2024-01-07,Stripe,api_usage,SMB,340.38,340.38,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000046,2024-01-07,Stripe,subscription_annual,SMB,1297.43,1297.43,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000047,2024-01-08,PayPal,subscription_monthly,SMB,283.26,283.26,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000048,2024-01-08,Stripe,api_usage,SMB,87.84,87.84,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000049,2024-01-08,Stripe,transaction_fee,SMB,75.55,75.55,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000050,2024-01-08,Stripe,transaction_fee,SMB,103.94,103.94,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000051,2024-01-08,Flutterwave,subscription_monthly,SMB,217.23,217.23,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000052,2024-01-08,Flutterwave,transaction_fee,SMB,97.65,97.65,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000053,2024-01-09,PayPal,subscription_monthly,Mid-Market,103.33,103.33,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000054,2024-01-09,Stripe,transaction_fee,SMB,24.27,24.27,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000055,2024-01-09,Stripe,subscription_monthly,Enterprise,200.7,200.7,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000056,2024-01-09,Stripe,transaction_fee,SMB,90.3,90.3,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000057,2024-01-09,Stripe,professional_services,Mid-Market,1307.1,1307.1,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000058,2024-01-09,Adyen,subscription_monthly,Mid-Market,219.39,219.39,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000059,2024-01-09,PayPal,professional_services,Enterprise,2548.27,2548.27,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000060,2024-01-09,Square,subscription_annual,Mid-Market,2092.95,2092.95,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000061,2024-01-10,PayPal,api_usage,SMB,419.5,419.5,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000062,2024-01-10,Stripe,transaction_fee,SMB,26.29,26.29,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000063,2024-01-10,Adyen,subscription_annual,SMB,341.69,341.69,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000064,2024-01-10,Stripe,transaction_fee,SMB,117.09,117.09,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000065,2024-01-10,Stripe,api_usage,SMB,306.8,306.8,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000066,2024-01-11,PayPal,subscription_annual,Mid-Market,2179.03,2179.03,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000067,2024-01-11,Stripe,subscription_monthly,SMB,255.3,255.3,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000068,2024-01-11,Stripe,transaction_fee,Mid-Market,120.62,120.62,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000069,2024-01-11,Stripe,transaction_fee,Enterprise,144.18,144.18,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000070,2024-01-11,Adyen,transaction_fee,Mid-Market,80.85,80.85,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000071,2024-01-12,PayPal,transaction_fee,Mid-Market,73.79,73.79,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000072,2024-01-12,Stripe,subscription_annual,Mid-Market,1375.1,1375.1,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000073,2024-01-12,PayPal,transaction_fee,SMB,23.9,23.9,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000074,2024-01-12,Stripe,subscription_monthly,SMB,183.6,183.6,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000075,2024-01-12,Stripe,subscription_annual,Enterprise,1037.93,1037.93,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000076,2024-01-12,PayPal,subscription_monthly,Enterprise,277.75,277.75,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000077,2024-01-12,Adyen,subscription_monthly,Mid-Market,186.46,186.46,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000078,2024-01-12,Flutterwave,subscription_monthly,SMB,189.07,189.07,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000079,2024-01-12,Stripe,subscription_monthly,Mid-Market,124.83,124.83,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000080,2024-01-12,Adyen,transaction_fee,SMB,8.75,8.75,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000081,2024-01-13,Adyen,subscription_monthly,SMB,37.57,37.57,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000082,2024-01-13,Square,subscription_annual,SMB,1433.0,1433.0,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000083,2024-01-13,Stripe,subscription_monthly,SMB,51.83,51.83,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000084,2024-01-13,PayPal,subscription_monthly,SMB,192.85,192.85,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000085,2024-01-13,Adyen,subscription_monthly,SMB,266.86,266.86,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000086,2024-01-13,Stripe,subscription_monthly,SMB,267.39,267.39,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000087,2024-01-14,Adyen,transaction_fee,SMB,99.2,99.2,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000088,2024-01-14,Stripe,transaction_fee,Mid-Market,32.47,32.47,0.0,0.0,period_shift,"Transaction in 2024-01, revenue booked in 2024-02 (22 days later)",2024-01,2024-02,22.0,0.0
TX000089,2024-01-14,Adyen,transaction_fee,Mid-Market,129.59,129.59,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000090,2024-01-14,Square,subscription_annual,SMB,2682.45,2682.45,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000091,2024-01-14,Adyen,subscription_monthly,SMB,82.1,82.1,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000092,2024-01-14,Adyen,api_usage,Mid-Market,370.03,370.03,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000093,2024-01-14,Adyen,subscription_annual,SMB,1063.6,1063.6,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000094,2024-01-14,Stripe,subscription_annual,SMB,2457.13,2457.13,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000095,2024-01-14,Stripe,subscription_monthly,Mid-Market,298.25,298.25,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000096,2024-01-14,Adyen,subscription_monthly,Enterprise,37.11,37.11,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000097,2024-01-15,Stripe,subscription_monthly,SMB,271.29,271.29,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000098,2024-01-15,Stripe,subscription_monthly,SMB,197.11,197.11,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000099,2024-01-15,Adyen,subscription_annual,SMB,2918.13,2918.13,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000100,2024-01-15,Stripe,subscription_annual,SMB,1545.53,,1545.53,,missing,Transaction succeeded at processor — no revenue record found,2024-01,,,1545.53
TX000101,2024-01-15,Stripe,transaction_fee,SMB,127.26,127.26,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000102,2024-01-15,Adyen,transaction_fee,SMB,10.3,10.3,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000103,2024-01-15,Stripe,transaction_fee,SMB,50.96,50.96,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000104,2024-01-15,Square,transaction_fee,Enterprise,10.99,10.99,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000105,2024-01-16,Square,professional_services,Mid-Market,4889.04,4889.04,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000106,2024-01-16,PayPal,subscription_monthly,Mid-Market,249.58,249.58,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000107,2024-01-16,Stripe,subscription_monthly,Mid-Market,259.19,259.19,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000108,2024-01-17,PayPal,subscription_monthly,SMB,282.25,282.25,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000109,2024-01-17,PayPal,transaction_fee,Mid-Market,13.68,13.68,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000110,2024-01-17,PayPal,api_usage,SMB,195.87,195.87,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000111,2024-01-17,Stripe,subscription_monthly,SMB,48.18,48.18,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000112,2024-01-17,Adyen,api_usage,Mid-Market,109.34,109.34,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000113,2024-01-17,PayPal,subscription_monthly,Mid-Market,90.93,90.93,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000114,2024-01-17,Adyen,api_usage,Mid-Market,237.21,237.21,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000115,2024-01-18,Adyen,subscription_monthly,SMB,101.51,101.51,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000116,2024-01-18,Adyen,subscription_monthly,Enterprise,56.26,56.26,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000117,2024-01-18,Adyen,subscription_annual,Enterprise,742.23,732.07,-10.16,1.37,amount_mismatch,Booked $732.07 vs processor $742.23 (1.37% variance),2024-01,2024-01,0.0,10.16
TX000118,2024-01-19,Stripe,subscription_monthly,SMB,68.76,68.76,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000119,2024-01-19,Adyen,subscription_monthly,SMB,291.73,291.73,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000120,2024-01-19,Stripe,subscription_monthly,SMB,234.01,234.01,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000121,2024-01-20,Stripe,transaction_fee,Enterprise,145.2,145.2,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000122,2024-01-20,Stripe,subscription_annual,SMB,1477.3,1477.3,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000123,2024-01-20,Adyen,subscription_monthly,SMB,104.16,104.16,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000124,2024-01-20,Stripe,transaction_fee,SMB,119.95,119.95,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000125,2024-01-20,Adyen,transaction_fee,SMB,49.61,49.61,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000126,2024-01-20,PayPal,subscription_monthly,Mid-Market,109.83,109.83,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000127,2024-01-21,Stripe,subscription_annual,SMB,917.77,917.77,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000128,2024-01-21,Stripe,subscription_monthly,Enterprise,64.01,64.01,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000129,2024-01-21,Stripe,subscription_monthly,Mid-Market,98.25,98.25,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000130,2024-01-21,Square,transaction_fee,Mid-Market,53.94,53.94,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000131,2024-01-22,Adyen,subscription_monthly,SMB,210.98,210.98,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000132,2024-01-22,Adyen,subscription_annual,SMB,458.93,458.93,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000133,2024-01-22,Stripe,transaction_fee,SMB,32.37,32.37,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000134,2024-01-22,Adyen,subscription_monthly,SMB,247.44,247.44,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000135,2024-01-22,Square,subscription_annual,SMB,686.69,686.69,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000136,2024-01-22,PayPal,subscription_monthly,Enterprise,121.51,121.51,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000137,2024-01-23,Adyen,professional_services,SMB,4390.97,4390.97,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000138,2024-01-23,Stripe,subscription_annual,SMB,708.3,708.3,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000139,2024-01-23,Stripe,transaction_fee,SMB,13.33,13.33,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000140,2024-01-23,Stripe,subscription_annual,SMB,1598.25,1598.25,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000141,2024-01-23,Stripe,subscription_monthly,Enterprise,110.65,110.65,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000142,2024-01-24,Stripe,transaction_fee,SMB,84.95,84.95,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000143,2024-01-24,Stripe,professional_services,SMB,4117.12,4117.12,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000144,2024-01-25,Stripe,transaction_fee,Mid-Market,21.44,21.44,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000145,2024-01-25,Square,transaction_fee,SMB,87.52,87.52,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000146,2024-01-25,Adyen,api_usage,SMB,255.23,255.23,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000147,2024-01-25,PayPal,subscription_monthly,SMB,67.9,67.9,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000148,2024-01-25,PayPal,subscription_monthly,SMB,197.48,197.48,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000149,2024-01-25,Stripe,transaction_fee,SMB,41.77,41.77,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000150,2024-01-25,PayPal,subscription_annual,SMB,1607.15,1607.15,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000151,2024-01-25,Stripe,transaction_fee,Mid-Market,13.26,13.26,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000152,2024-01-25,Adyen,api_usage,SMB,232.49,232.49,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000153,2024-01-26,Stripe,subscription_monthly,Mid-Market,111.75,111.75,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000154,2024-01-26,Flutterwave,subscription_monthly,Mid-Market,251.04,251.04,0.0,0.0,period_shift,"Transaction in 2024-01, revenue booked in 2024-02 (22 days later)",2024-01,2024-02,22.0,0.0
TX000155,2024-01-26,Stripe,transaction_fee,SMB,9.49,9.49,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000156,2024-01-26,Stripe,subscription_monthly,SMB,142.02,142.02,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000157,2024-01-26,Square,transaction_fee,SMB,69.31,69.31,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000158,2024-01-27,Stripe,subscription_annual,Mid-Market,2247.52,2247.52,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000159,2024-01-27,Adyen,transaction_fee,Mid-Market,86.57,86.57,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000160,2024-01-27,PayPal,subscription_monthly,Mid-Market,209.15,,209.15,,missing,Transaction succeeded at processor — no revenue record found,2024-01,,,209.15
TX000161,2024-01-27,PayPal,transaction_fee,SMB,116.78,,116.78,,missing,Transaction succeeded at processor — no revenue record found,2024-01,,,116.78
TX000162,2024-01-27,Flutterwave,subscription_annual,Enterprise,2617.95,2617.95,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000163,2024-01-28,Flutterwave,subscription_annual,SMB,1137.46,1137.46,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000164,2024-01-28,Stripe,subscription_monthly,SMB,174.27,174.27,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000165,2024-01-28,PayPal,transaction_fee,SMB,126.18,126.18,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000166,2024-01-28,Adyen,api_usage,SMB,494.78,494.78,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000167,2024-01-28,Adyen,subscription_monthly,SMB,269.17,269.17,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000168,2024-01-28,Stripe,subscription_monthly,Mid-Market,129.3,129.3,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000169,2024-01-29,Adyen,subscription_monthly,Mid-Market,81.69,81.69,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000170,2024-01-29,Flutterwave,transaction_fee,Mid-Market,73.92,73.92,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000171,2024-01-29,Square,transaction_fee,SMB,111.5,111.5,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000172,2024-01-29,Stripe,subscription_annual,Mid-Market,1619.94,1619.94,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000173,2024-01-29,Stripe,subscription_monthly,SMB,159.46,159.46,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000174,2024-01-29,Stripe,subscription_monthly,SMB,255.32,255.32,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000175,2024-01-29,PayPal,subscription_annual,SMB,1265.79,1265.79,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000176,2024-01-29,PayPal,subscription_annual,SMB,2611.45,2611.45,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000177,2024-01-30,Adyen,professional_services,SMB,2330.62,2330.62,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
TX000178,2024-01-31,Stripe,subscription_monthly,SMB,117.62,117.62,0.0,0.0,matched,,2024-01,2024-01,0.0,0.0
